"name"	"SN2003in"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08200/08214.html#Item1'>IAUC 8214</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2003in"
"claimedtype"	"Ia"
"discoverday"	"29"
"discoverer"	"LOTOSS"
"discovermonth"	"9"
"discoveryear"	"2003"
"galdec"	"+050401"
"galra"	"033533"
"host"	"IC 1956"
"hvel"	"6400"
"maxday"	"29"
"maxmonth"	"9"
"maxyear"	"2003"
"redshift"	"0.0216"
"sndec"	"+05:03:52.7"
"snra"	"03:35:33.31"
"photometry"	"timeunit"	"MJD"	"time"	"52911.5"	"abmag"	"17.7"	"source"	"2,1"
