"name"	"OGLE15vj"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://ogle.astrouw.edu.pl/ogle4/transients/transients.html'>OGLE page</a>"	"alias"	"2"
"aliases"	"OGLE15vj"
"claimedtype"	"unk"
"discoverday"	"27"
"discoverer"	"OGLE-IV wide field survey"
"discovermonth"	"11"
"discoveryear"	"2015"
"host"	"ESO 29-G034"
"maxday"	"27"
"maxmonth"	"11"
"maxyear"	"2015"
"sndec"	"-74:30:54.6"
"snra"	"01:09:02.11"
"photometry"	"timeunit"	"MJD"	"time"	"57353.5"	"abmag"	"20.0"	"source"	"2,1"
