"name"	"ASASSN-14gh"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=6426'>ATEL 6426</a>"	"alias"	"2"
"source"	"name"	"Joel Nicolas"	"alias"	"3"
"source"	"name"	"Rafael Benavides"	"alias"	"4"
"source"	"name"	"Regards PaoloCorelli"	"alias"	"5"
"source"	"name"	"Stan Howerton"	"alias"	"6"
"source"	"name"	"LLA"	"alias"	"7"
"aliases"	"ASASSN-14gh"
"claimedtype"	"Ia"
"discoverday"	"28"
"discoverer"	"All Sky Automated Survey for SuperNovae (ASAS-SN)"
"discovermonth"	"8"
"discoveryear"	"2014"
"maxday"	"6"
"maxmonth"	"9"
"maxyear"	"2014"
"redshift"	"0.0044"
"sndec"	"+41:48:39.3"
"snra"	"17:15:09.35"
"photometry"	"timeunit"	"MJD"	"time"	"56897.906"	"band"	"CV"	"abmag"	"16.5"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"56900.91787"	"band"	"CV"	"abmag"	"16.094"	"source"	"4,1"
"photometry"	"timeunit"	"MJD"	"time"	"56901.907"	"band"	"mV"	"abmag"	"15.8"	"source"	"5,1"
"photometry"	"timeunit"	"MJD"	"time"	"56906.5"	"abmag"	"15.6"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"56907.123"	"band"	"U"	"abmag"	"15.65"	"source"	"6,1"
"photometry"	"timeunit"	"MJD"	"time"	"56910.854"	"band"	"CV"	"abmag"	"15.9"	"source"	"7,1"
"photometry"	"timeunit"	"MJD"	"time"	"56913.811"	"band"	"CV"	"abmag"	"16.0"	"source"	"7,1"
"photometry"	"timeunit"	"MJD"	"time"	"56915.8864"	"band"	"CV"	"abmag"	"15.98"	"source"	"4,1"
"photometry"	"timeunit"	"MJD"	"time"	"56917.104"	"band"	"U"	"abmag"	"15.99"	"source"	"6,1"
"photometry"	"timeunit"	"MJD"	"time"	"56925.803"	"band"	"CV"	"abmag"	"16.6"	"source"	"7,1"
"photometry"	"timeunit"	"MJD"	"time"	"56931.797"	"band"	"CV"	"abmag"	"16.8"	"source"	"7,1"
"photometry"	"timeunit"	"MJD"	"time"	"56947.773"	"band"	"CV"	"abmag"	"17.5"	"source"	"7,1"
"photometry"	"timeunit"	"MJD"	"time"	"56956.794"	"band"	"CV"	"abmag"	"17.6"	"source"	"7,1"
