"name"	"SN2010dt"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012ApJS..200...12H'>Hicken et al. 2012</a>"	"alias"	"1"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"2"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iau/cbet/002300/CBET002307.txt'>CBET 2307</a>"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"4"
"aliases"	"SN2010dt"
"claimedtype"	"Ia"
"discoverday"	"31"
"discoverer"	"LSSSS"
"discovermonth"	"5"
"discoveryear"	"2010"
"galdec"	"+324041"
"galra"	"164313"
"host"	"PGC 58829"
"hvel"	"15856"
"maxday"	"31"
"maxmonth"	"5"
"maxyear"	"2010"
"redshift"	"0.0529"
"sndec"	"+32:40:30.4"
"snra"	"16:43:14.68"
"photometry"	"timeunit"	"MJD"	"time"	"55347.5"	"abmag"	"17.1"	"source"	"3,2"
"photometry"	"timeunit"	"MJD"	"time"	"55355.28656"	"band"	"i'"	"abmag"	"18.3802"	"aberr"	"0.0796"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55355.28957"	"band"	"r'"	"abmag"	"18.0851"	"aberr"	"0.0498"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55355.29258"	"band"	"V"	"abmag"	"18.0037"	"aberr"	"0.0486"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55355.29628"	"band"	"B"	"abmag"	"17.9952"	"aberr"	"0.1220"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55373.19118"	"band"	"i'"	"abmag"	"18.7898"	"aberr"	"0.1034"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55373.19419"	"band"	"r'"	"abmag"	"18.1483"	"aberr"	"0.0325"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55373.19719"	"band"	"V"	"abmag"	"18.0173"	"aberr"	"0.0502"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55376.18608"	"band"	"i'"	"abmag"	"19.1379"	"aberr"	"0.1094"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55376.18909"	"band"	"r'"	"abmag"	"18.3444"	"aberr"	"0.0420"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55376.19208"	"band"	"V"	"abmag"	"18.3591"	"aberr"	"0.0738"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55376.19579"	"band"	"B"	"abmag"	"18.8507"	"aberr"	"0.1431"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55450.13692"	"band"	"r'"	"abmag"	"21.0274"	"aberr"	"0.2965"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55450.13992"	"band"	"V"	"abmag"	"20.8667"	"aberr"	"0.3504"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55450.14362"	"band"	"B"	"abmag"	"20.1076"	"aberr"	"0.2739"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55471.09799"	"band"	"r'"	"abmag"	"21.0027"	"aberr"	"0.3392"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"55471.10469"	"band"	"B"	"abmag"	"20.5199"	"aberr"	"0.3725"	"source"	"1"
