"name"	"PSN 12350637+3114354"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"Kunihiro Shima"	"alias"	"2"
"source"	"name"	"Gianpiero Locatelli"	"alias"	"3"
"source"	"name"	"H. Mikuz"	"alias"	"4"
"source"	"name"	"Masanori Mizutani"	"alias"	"5"
"aliases"	"PSN 12350637+3114354"
"discoverday"	"18"
"discovermonth"	"2"
"discoveryear"	"2015"
"maxday"	"18"
"maxmonth"	"2"
"maxyear"	"2015"
"photometry"	"timeunit"	"MJD"	"time"	"57071.7326"	"band"	"U"	"abmag"	"16.5"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"57071.958"	"band"	"Rc"	"abmag"	"17.29"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"57073.077"	"band"	"U"	"abmag"	"17.2"	"source"	"4,1"
"photometry"	"timeunit"	"MJD"	"time"	"57073.608"	"band"	"C"	"abmag"	"17.2"	"source"	"5,1"
