"name"	"PSN 11495885+2119018"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"Masanori Mizutani"	"alias"	"2"
"source"	"name"	"Stan Howerton"	"alias"	"3"
"source"	"name"	"Kunihiro Shima"	"alias"	"4"
"source"	"name"	"Paolo Campaner"	"alias"	"5"
"aliases"	"PSN 11495885+2119018"
"discoverday"	"12"
"discovermonth"	"2"
"discoveryear"	"2015"
"maxday"	"12"
"maxmonth"	"2"
"maxyear"	"2015"
"photometry"	"timeunit"	"MJD"	"time"	"57065.606"	"band"	"C"	"abmag"	"17.6"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"57066.466"	"band"	"U"	"abmag"	"18.8"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"57066.7146"	"band"	"U"	"abmag"	"18.4"	"source"	"4,1"
"photometry"	"timeunit"	"MJD"	"time"	"57068.961"	"band"	"U"	"abmag"	"18.4"	"source"	"5,1"
