"name"	"MASTER OT J172624.20+335044.4"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=7346'>ATEL 7346</a>"	"alias"	"2"
"aliases"	"MASTER OT J172624.20+335044.4"
"claimedtype"	"unk"
"discoverday"	"31"
"discoverer"	"MASTER"
"discovermonth"	"3"
"discoveryear"	"2015"
"maxday"	"31"
"maxmonth"	"3"
"maxyear"	"2015"
"sndec"	"+33:50:44.4"
"snra"	"17:26:24.20"
"photometry"	"timeunit"	"MJD"	"time"	"57112.5"	"abmag"	"17.6"	"source"	"2,1"
