"name"	"PTF12gyr"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4293'>ATEL 4293</a>"	"alias"	"2"
"aliases"	"PTF12gyr"
"claimedtype"	"Ia"
"discoverday"	"22"
"discoverer"	"PTF"
"discovermonth"	"7"
"discoveryear"	"2012"
"maxday"	"22"
"maxmonth"	"7"
"maxyear"	"2012"
"redshift"	"0.106"
"sndec"	"+27:37:10.2"
"snra"	"17:11:53.57"
"photometry"	"timeunit"	"MJD"	"time"	"56130.5"	"abmag"	"20.3"	"source"	"2,1"
