"name"	"Gaia15aaf"
"source"	"name"	"<a href='https://gaia.ac.uk/selected-gaia-science-alerts'>Gaia Photometric Science Alerts</a>"	"alias"	"1"
"claimedtype"	"II"
"discoverday"	"29"
"discovermonth"	"12"
"discoveryear"	"2014"
"maxday"	"29"
"maxmonth"	"12"
"maxyear"	"2014"
"sndec"	"7.58925"
"snra"	"244.12816"
"photometry"	"timeunit"	"MJD"	"time"	"57020.217"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"18.82"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57020.394"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"18.87"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57020.468"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"18.75"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57020.644"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"18.85"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57030.149"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"19.07"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57030.223"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"18.99"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57030.399"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"19.08"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57030.473"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"19.05"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57068.703"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"19.71"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"57068.879"	"band"	"G"	"instrument"	"GAIA"	"abmag"	"19.73"	"source"	"1"
