"name"	"PS15aww"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://star.pst.qub.ac.uk/ps1threepi/psdb/public/'>PS1 SN page</a>"	"alias"	"2"
"aliases"	"PS15aww"
"discoverday"	"20"
"discoverer"	"PS1"
"discovermonth"	"6"
"discoveryear"	"2015"
"maxday"	"20"
"maxmonth"	"6"
"maxyear"	"2015"
"sndec"	"+07:05:35.5"
"snra"	"23:19:11.73"
"photometry"	"timeunit"	"MJD"	"time"	"57193.5"	"abmag"	"19.6"	"source"	"2,1"
