"name"	"SN2005fo"
"source"	"name"	"<a href='http://classic.sdss.org/supernova/lightcurves.html'>SDSS Supernova Survey</a>"	"alias"	"1"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"2"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08600/08616.html#Item1'>IAUC 8616</a>"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"4"
"aliases"	"SN2005fo"
"claimedtype"	"Ia"
"discoverday"	"12"
"discoverer"	"SDSS Collaboration"
"discovermonth"	"9"
"discoveryear"	"2005"
"galdec"	"+003536"
"galra"	"215546"
"host"	"A215546+0035"
"hvel"	"68100"
"maxday"	"12"
"maxmonth"	"9"
"maxyear"	"2005"
"redshift"	"0.26"
"sndec"	"+00:35:36.71"
"snra"	"21:55:46.40"
"photometry"	"timeunit"	"MJD"	"time"	"53625.5"	"abmag"	"21.7"	"source"	"3,2"
"photometry"	"timeunit"	"MJD"	"time"	"53622.239171"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"22.553"	"aberr"	"0.263"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53622.240001"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"22.022"	"aberr"	"0.278"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53622.240830"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"22.298"	"aberr"	"0.437"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53622.241659"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"22.410"	"aberr"	"0.873"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53622.242488"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"22.369"	"aberr"	"0.213"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53625.235239"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"21.587"	"aberr"	"0.079"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53625.236069"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.689"	"aberr"	"0.118"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53625.236898"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"22.957"	"aberr"	"0.463"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53625.237727"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"21.710"	"aberr"	"0.369"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53625.238556"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"21.629"	"aberr"	"0.073"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53627.195961"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"21.308"	"aberr"	"0.097"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53627.196790"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.981"	"aberr"	"0.225"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53627.197620"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"21.876"	"aberr"	"0.404"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53627.198449"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"21.726"	"aberr"	"0.540"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53627.199278"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"21.395"	"aberr"	"0.115"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53634.188219"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"21.505"	"aberr"	"0.235"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53634.189048"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"20.983"	"aberr"	"0.183"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53634.189877"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"23.692"	"aberr"	"4.700"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53634.190706"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"21.030"	"aberr"	"0.505"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53634.191535"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"21.494"	"aberr"	"0.283"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53636.193596"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"21.191"	"aberr"	"0.064"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53636.194425"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.294"	"aberr"	"0.096"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53636.195254"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"23.550"	"aberr"	"0.941"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53636.196083"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"22.237"	"aberr"	"0.598"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53636.196912"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"21.412"	"aberr"	"0.073"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53655.164304"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"22.210"	"aberr"	"0.250"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53655.165133"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.694"	"aberr"	"0.193"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53655.165962"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"26.632"	"aberr"	"0.700"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53655.166791"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"21.554"	"aberr"	"0.466"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53655.167620"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"22.408"	"aberr"	"0.314"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53664.188804"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"22.424"	"aberr"	"0.299"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53664.189633"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.936"	"aberr"	"0.268"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53664.190462"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"25.867"	"aberr"	"1.571"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53664.191291"	"band"	"z"	"instrument"	"SDSS"	"abmag"	"22.733"	"aberr"	"0.865"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53664.192121"	"band"	"g"	"instrument"	"SDSS"	"abmag"	"23.649"	"aberr"	"0.866"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53666.152132"	"band"	"r"	"instrument"	"SDSS"	"abmag"	"22.398"	"aberr"	"0.146"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53666.152961"	"band"	"i"	"instrument"	"SDSS"	"abmag"	"21.892"	"aberr"	"0.155"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53666.153790"	"band"	"u"	"instrument"	"SDSS"	"abmag"	"24.420"	"aberr"	"0.810"	"source"	"1"
