"name"	"SN2008P"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/cbet/001200/CBET001223.txt'>CBET 1223</a>"	"alias"	"2"
"source"	"name"	"MSe"	"alias"	"3"
"source"	"name"	"LLA"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"5"
"aliases"	"SN2008P"
"claimedtype"	"II"
"discoverday"	"22"
"discoverer"	"Italian Supernovae Search Project"
"discovermonth"	"1"
"discoveryear"	"2008"
"galdec"	"+734453"
"galra"	"082840"
"host"	"NGC 2550A"
"hvel"	"3641"
"maxday"	"22"
"maxmonth"	"1"
"maxyear"	"2008"
"redshift"	"0.0121"
"sndec"	"+73:45:02.9"
"snra"	"08:28:39.18"
"photometry"	"timeunit"	"MJD"	"time"	"54487.5"	"abmag"	"16.1"	"source"	"2,1"
"photometry"	"timeunit"	"MJD"	"time"	"54495.898"	"band"	"CR"	"abmag"	"17.1"	"source"	"3,1"
"photometry"	"timeunit"	"MJD"	"time"	"54500.858"	"band"	"CR"	"abmag"	"17.0"	"source"	"4,1"
