"name"	"SN2003en"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08100/08140.html#Item1'>IAUC 8140</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2003en"
"claimedtype"	"unk"
"discoverday"	"2"
"discoverer"	"HST"
"discovermonth"	"1"
"discoveryear"	"2003"
"galdec"	"+621348"
"galra"	"123633"
"host"	"A123633+6213"
"maxday"	"2"
"maxmonth"	"1"
"maxyear"	"2003"
"sndec"	"+62:13:48.19"
"snra"	"12:36:33.128"
"photometry"	"timeunit"	"MJD"	"time"	"52641.5"	"abmag"	"25.5"	"source"	"2,1"
