"name"	"PSN J09500634-1830175"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/unconf/followups/J09500634-1830175.html'>CBAT TOCP</a>"	"alias"	"2"
"aliases"	"PSN J09500634-1830175"
"claimedtype"	"unk"
"discoverday"	"10"
"discoverer"	"LSSSS"
"discovermonth"	"2"
"discoveryear"	"2011"
"maxday"	"10"
"maxmonth"	"2"
"maxyear"	"2011"
"sndec"	"-18:30:17.5"
"snra"	"09:50:06.34"
"photometry"	"timeunit"	"MJD"	"time"	"55602.5"	"abmag"	"17.1"	"source"	"2,1"
