"name"	"SN2007kw"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/cbet/001000/CBET001098.txt'>CBET 1098</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2007kw"
"claimedtype"	"II"
"discoverday"	"18"
"discoverer"	"SDSS Collaboration"
"discovermonth"	"9"
"discoveryear"	"2007"
"galdec"	"-001557"
"galra"	"021016"
"host"	"A021016-0015"
"hvel"	"21000"
"maxday"	"18"
"maxmonth"	"9"
"maxyear"	"2007"
"redshift"	"0.07"
"sndec"	"-00:15:57.1"
"snra"	"02:10:16.84"
"photometry"	"timeunit"	"MJD"	"time"	"54361.5"	"abmag"	"20.2"	"source"	"2,1"
