"name"	"SN1997ez"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06800/06804.html'>IAUC 6804</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1997ez"
"claimedtype"	"Ia"
"discoverday"	"28"
"discoverer"	"Supernova Cosmology Project"
"discovermonth"	"12"
"discoveryear"	"1997"
"galdec"	"+032510"
"galra"	"082138"
"host"	"A082138+0325"
"hvel"	"156000"
"maxday"	"28"
"maxmonth"	"12"
"maxyear"	"1997"
"redshift"	"0.78"
"sndec"	"+03:25:10.5"
"snra"	"08:21:38.13"
"photometry"	"timeunit"	"MJD"	"time"	"50810.5"	"abmag"	"23.4"	"source"	"2,1"
