"name"	"SN1997ef"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2000ApJ...534..660I'>2000ApJ...534..660I</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"4"
"source"	"name"	"Sano, IAU Circ. 6778, 1997."	"alias"	"5"
"source"	"name"	"P. Garnavich et al., IAU Circ. 6786,6798. 1997."	"alias"	"6"
"source"	"name"	"Hu et al.+, Li et al., Moretti and Tomaselli, IAU Circ. 6783, 1997"	"alias"	"7"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk. In preparation."	"alias"	"8"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"9"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06700/06783.html#Item1'>IAUC 6783</a>"	"alias"	"10"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"11"
"aliases"	"SN1997ef"
"claimedtype"	"Ic"
"discoverday"	"31"
"discoverer"	"Yasuo Sano"
"discovermonth"	"12"
"discoveryear"	"1969"
"galdec"	"+493404"
"galra"	"075702"
"host"	"UGC 4107"
"hvel"	"3539"
"maxday"	"31"
"maxmonth"	"12"
"maxyear"	"1969"
"redshift"	"0.0119"
"sndec"	"+49:33:40.2"
"snra"	"07:57:02.82"
"photometry"	"timeunit"	"MJD"	"time"	"40586.5"	"abmag"	"16.7"	"source"	"10,9"
"photometry"	"timeunit"	"MJD"	"time"	"50777.58"	"band"	"C"	"abmag"	"16.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50777.58"	"band"	"R"	"abmag"	"16.7"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50778.81"	"band"	"R"	"abmag"	"16.1"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50780.4"	"band"	"V"	"abmag"	"16.75"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"50780.7"	"band"	"C"	"abmag"	"16.8"	"source"	"3,7"
"photometry"	"timeunit"	"MJD"	"time"	"50780.92"	"band"	"V"	"abmag"	"16.77"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50781.06"	"band"	"B"	"abmag"	"17.85"	"source"	"3,8"
"photometry"	"timeunit"	"MJD"	"time"	"50781.5"	"band"	"V"	"abmag"	"16.67"	"source"	"3,6"
"photometry"	"timeunit"	"MJD"	"time"	"50781.63"	"band"	"C"	"abmag"	"16.78"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50781.96"	"band"	"V"	"abmag"	"16.69"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50781.96"	"band"	"B"	"abmag"	"17.43"	"source"	"3,8"
