"name"	"SN2000cx"
"source"	"name"	"<a href='https://www.nhn.ou.edu/~suspect/'>SUSPECT</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2001PASP..113.1178L&amp;db_key=AST'>2001PASP..113.1178L</a>"	"alias"	"2"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"4"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"5"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"6"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"7"
"source"	"name"	"W.Li et al., 2001, PASP, 113, 1178; astro-ph/0107318"	"alias"	"8"
"source"	"name"	"P.Candia et al., 2003, PASP, 115, 277; astro-ph/0212543"	"alias"	"9"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"10"
"source"	"name"	"G.Altavilla et al., MNRAS, 349, 1344, 2004; astro-ph/0401273"	"alias"	"11"
"source"	"name"	"J.Sollerman et al.,  2004, A&A, 428, 555; 2004, astro-ph/0409338"	"alias"	"12"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"13"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07400/07458.html#Item1'>IAUC 7458</a>"	"alias"	"14"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"15"
"aliases"	"SN2000cx"
"claimedtype"	"Ia-pec"
"discoverday"	"29"
"discoverer"	"LOSS"
"discovermonth"	"7"
"discoveryear"	"2000"
"galdec"	"+093221"
"galra"	"012448"
"host"	"NGC 524"
"hvel"	"2421"
"maxday"	"29"
"maxmonth"	"7"
"maxyear"	"2000"
"redshift"	"0.00811"
"sndec"	"+09:30:30.9"
"snra"	"01:24:46.15"
"photometry"	"timeunit"	"MJD"	"time"	"51754.5"	"abmag"	"13.1"	"source"	"14,13"
"photometry"	"timeunit"	"MJD"	"time"	"51742.5"	"band"	"C"	"abmag"	"14.5"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51743.4"	"band"	"C"	"abmag"	"14.3"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51743.46"	"band"	"R"	"instrument"	"kait2"	"abmag"	"14.14900"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51743.46"	"band"	"I"	"instrument"	"kait2"	"abmag"	"14.20900"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51743.46"	"band"	"V"	"instrument"	"kait2"	"abmag"	"14.22000"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51743.46"	"band"	"B"	"instrument"	"kait2"	"abmag"	"14.36200"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51743.47"	"band"	"V"	"abmag"	"14.23"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51743.47"	"band"	"I"	"abmag"	"14.25"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51743.47"	"band"	"B"	"abmag"	"14.41"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51743.47"	"band"	"R"	"abmag"	"14.17"	"aberr"	"0.03"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51744.09"	"band"	"R"	"abmag"	"14.2"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.4"	"band"	"B"	"abmag"	"14.16"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.4"	"band"	"I"	"abmag"	"14.04"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.4"	"band"	"R"	"abmag"	"13.97"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.4"	"band"	"V"	"abmag"	"14.12"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"B"	"abmag"	"14.13"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"B"	"abmag"	"14.18"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"B"	"abmag"	"14.15"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"I"	"abmag"	"14.06"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"I"	"abmag"	"14.03"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"R"	"abmag"	"14"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"R"	"abmag"	"13.99"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"V"	"abmag"	"14.01"	"source"	"6,9"
"photometry"	"timeunit"	"MJD"	"time"	"51744.42"	"band"	"V"	"abmag"	"14"	"source"	"6,7"
"photometry"	"timeunit"	"MJD"	"time"	"51744.45"	"band"	"R"	"instrument"	"kait2"	"abmag"	"13.94800"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51744.45"	"band"	"V"	"instrument"	"kait2"	"abmag"	"13.99400"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51744.45"	"band"	"I"	"instrument"	"kait2"	"abmag"	"14.01000"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51744.45"	"band"	"B"	"instrument"	"kait2"	"abmag"	"14.12400"	"aberr"	"0.01000"	"source"	"5"
"photometry"	"timeunit"	"MJD"	"time"	"51744.46"	"band"	"V"	"abmag"	"14.0"	"aberr"	"0.02"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51744.46"	"band"	"I"	"abmag"	"14.1"	"aberr"	"0.03"	"source"	"1,2"
