"name"	"MASTER OT J115328.30-752242.8"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=8252'>ATEL 8252</a>"	"alias"	"2"
"aliases"	"MASTER OT J115328.30-752242.8"
"claimedtype"	"unk"
"discoverday"	"2"
"discoverer"	"MASTER"
"discovermonth"	"11"
"discoveryear"	"2015"
"maxday"	"2"
"maxmonth"	"11"
"maxyear"	"2015"
"sndec"	"-75:22:42.8"
"snra"	"11:53:28.30"
"photometry"	"timeunit"	"MJD"	"time"	"57328.5"	"abmag"	"17.5"	"source"	"2,1"
