"name"	"SN2008ic"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iau/cbet/001600/CBET001614.txt'>CBET 1614</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2008ic"
"claimedtype"	"II"
"discoverday"	"23"
"discoverer"	"TNG"
"discovermonth"	"11"
"discoveryear"	"2008"
"galdec"	"+413616"
"galra"	"123026"
"host"	"A123026+4136"
"hvel"	"19500"
"maxday"	"23"
"maxmonth"	"11"
"maxyear"	"2008"
"redshift"	"0.065"
"sndec"	"+41:36:16.11"
"snra"	"12:30:26.22"
"photometry"	"timeunit"	"MJD"	"time"	"54793.5"	"abmag"	"19.6"	"source"	"2,1"
