"name"	"SN1997ar"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06600/06602.html'>IAUC 6602</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1997ar"
"claimedtype"	"unk"
"discoverday"	"4"
"discoverer"	"High Z Supernova Search"
"discovermonth"	"3"
"discoveryear"	"1997"
"galdec"	"+022616"
"galra"	"134731"
"host"	"A134731+0226"
"hvel"	"89400"
"maxday"	"4"
"maxmonth"	"3"
"maxyear"	"1997"
"redshift"	"0.36"
"sndec"	"+02:26:16.0"
"snra"	"13:47:31.98"
"photometry"	"timeunit"	"MJD"	"time"	"50511.5"	"abmag"	"23.0"	"source"	"2,1"
