"name"	"SN2006an"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"M.Hicken et al., 2009, astro-ph/0901.4787"	"alias"	"2"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/08600/08680.html#Item1'>IAUC 8680</a>"	"alias"	"4"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"5"
"aliases"	"SN2006an"
"claimedtype"	"Ia"
"discoverday"	"20"
"discoverer"	"ROTSE"
"discovermonth"	"2"
"discoveryear"	"2006"
"galdec"	"+121348"
"galra"	"121438"
"host"	"A121438+1213"
"hvel"	"19200"
"maxday"	"20"
"maxmonth"	"2"
"maxyear"	"2006"
"redshift"	"0.064"
"sndec"	"+12:13:46.9"
"snra"	"12:14:38.68"
"photometry"	"timeunit"	"MJD"	"time"	"53786.5"	"abmag"	"17.7"	"source"	"4,3"
"photometry"	"timeunit"	"MJD"	"time"	"53793.879"	"band"	"V"	"abmag"	"18.026"	"aberr"	"0.023"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53793.885"	"band"	"B"	"abmag"	"18.495"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53795.887"	"band"	"V"	"abmag"	"18.186"	"aberr"	"0.024"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53795.898"	"band"	"B"	"abmag"	"18.471"	"aberr"	"0.026"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53796.891"	"band"	"V"	"abmag"	"18.143"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53796.901"	"band"	"B"	"abmag"	"18.56"	"aberr"	"0.029"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53797.844"	"band"	"V"	"abmag"	"18.223"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53797.851"	"band"	"B"	"abmag"	"18.51"	"aberr"	"0.025"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53798.876"	"band"	"V"	"abmag"	"18.298"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53798.886"	"band"	"B"	"abmag"	"18.653"	"aberr"	"0.028"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53799.878"	"band"	"V"	"abmag"	"18.31"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53799.889"	"band"	"B"	"abmag"	"18.615"	"aberr"	"0.027"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53802.918"	"band"	"V"	"abmag"	"18.456"	"aberr"	"0.032"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53802.925"	"band"	"B"	"abmag"	"19.116"	"aberr"	"0.039"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53811.962"	"band"	"V"	"abmag"	"19.09"	"aberr"	"0.059"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53812.833"	"band"	"V"	"abmag"	"19.241"	"aberr"	"0.06"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53814.859"	"band"	"V"	"abmag"	"19.229"	"aberr"	"0.056"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53816.871"	"band"	"V"	"abmag"	"19.308"	"aberr"	"0.078"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53816.881"	"band"	"B"	"abmag"	"20.05"	"aberr"	"0.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53826.875"	"band"	"V"	"abmag"	"20.015"	"aberr"	"0.104"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"53826.885"	"band"	"B"	"abmag"	"20.75"	"aberr"	"0.141"	"source"	"1,2"
