"name"	"SN2001ie"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"VSNET Oct2003"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2009arXiv0901.4787H'>2009arXiv0901.4787H</a>"	"alias"	"3"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07700/07771.html#Item1'>IAUC 7771</a>"	"alias"	"5"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"6"
"aliases"	"SN2001ie"
"claimedtype"	"Ia"
"discoverday"	"9"
"discoverer"	"Angelo Bincoletto"
"discovermonth"	"12"
"discoveryear"	"2001"
"galdec"	"+601705"
"galra"	"101653"
"host"	"UGC 5542"
"hvel"	"9230"
"maxday"	"9"
"maxmonth"	"12"
"maxyear"	"2001"
"redshift"	"0.031"
"sndec"	"+60:16:44.5"
"snra"	"10:16:50.70"
"photometry"	"timeunit"	"MJD"	"time"	"52252.5"	"abmag"	"16.1"	"source"	"5,4"
"photometry"	"timeunit"	"MJD"	"time"	"52252.13"	"band"	"C"	"abmag"	"16.5"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52253.02"	"band"	"C"	"abmag"	"16.1"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52254.06"	"band"	"C"	"abmag"	"16.2"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"52257.03437"	"band"	"V"	"abmag"	"16.753"	"aberr"	"0.027"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52257.03668"	"band"	"B"	"abmag"	"16.893"	"aberr"	"0.025"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52257.03955"	"band"	"V"	"abmag"	"16.698"	"aberr"	"0.018"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52257.0417"	"band"	"R"	"abmag"	"16.696"	"aberr"	"0.037"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52257.04316"	"band"	"I"	"abmag"	"17.001"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52257.04487"	"band"	"U"	"abmag"	"16.976"	"aberr"	"0.153"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52259.91119"	"band"	"U"	"abmag"	"17.212"	"aberr"	"0.134"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52259.91564"	"band"	"B"	"abmag"	"17.162"	"aberr"	"0.025"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"52259.91944"	"band"	"V"	"abmag"	"16.826"	"aberr"	"0.017"	"source"	"1,3"
