"name"	"MASTER OT J145141.60+245745.7"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4131'>ATEL 4131</a>"	"alias"	"2"
"aliases"	"MASTER OT J145141.60+245745.7"
"claimedtype"	"unk"
"discoverday"	"23"
"discoverer"	"MASTER"
"discovermonth"	"5"
"discoveryear"	"2012"
"maxday"	"23"
"maxmonth"	"5"
"maxyear"	"2012"
"sndec"	"+24:57:45.7"
"snra"	"14:51:41.60"
"photometry"	"timeunit"	"MJD"	"time"	"56070.5"	"abmag"	"19.8"	"source"	"2,1"
