"name"	"SN2007kd"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012ApJS..200...12H'>Hicken et al. 2012</a>"	"alias"	"1"
"claimedtype"	"Ia"
"discoverday"	"26"
"discoverer"	"Villi"
"discovermonth"	"9"
"discoveryear"	"2007"
"galdec"	"+343748"
"galra"	"092558"
"host"	"M+06-21-36"
"hvel"	"7250"
"maxday"	"26"
"maxmonth"	"9"
"maxyear"	"2007"
"redshift"	"0.0245"
"sndec"	"+343759.3"
"snra"	"092558.01"
"photometry"	"timeunit"	"MJD"	"time"	"54369.49819"	"band"	"i'"	"abmag"	"17.4247"	"aberr"	"0.0322"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54369.49980"	"band"	"r'"	"abmag"	"16.6542"	"aberr"	"0.0252"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54369.50141"	"band"	"V"	"abmag"	"16.6064"	"aberr"	"0.0297"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54369.50373"	"band"	"B"	"abmag"	"17.0185"	"aberr"	"0.0503"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54369.50679"	"band"	"U"	"abmag"	"17.2189"	"aberr"	"0.1221"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54384.51304"	"band"	"i'"	"abmag"	"17.2173"	"aberr"	"0.0273"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54384.51466"	"band"	"r'"	"abmag"	"16.9994"	"aberr"	"0.0206"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54384.51630"	"band"	"V"	"abmag"	"17.3027"	"aberr"	"0.0318"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54384.51861"	"band"	"B"	"abmag"	"18.2200"	"aberr"	"0.0831"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54384.52165"	"band"	"U"	"abmag"	"18.3607"	"aberr"	"0.2277"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54385.51281"	"band"	"i'"	"abmag"	"17.2843"	"aberr"	"0.0300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54385.51443"	"band"	"r'"	"abmag"	"17.0227"	"aberr"	"0.0257"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54385.51605"	"band"	"V"	"abmag"	"17.3433"	"aberr"	"0.0264"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54385.51838"	"band"	"B"	"abmag"	"18.2762"	"aberr"	"0.0807"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54400.49478"	"band"	"i'"	"abmag"	"18.1016"	"aberr"	"0.0329"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54400.49709"	"band"	"r'"	"abmag"	"17.8191"	"aberr"	"0.0281"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54400.49941"	"band"	"V"	"abmag"	"18.0545"	"aberr"	"0.0534"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54400.50242"	"band"	"B"	"abmag"	"18.5505"	"aberr"	"0.1167"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54401.49451"	"band"	"i'"	"abmag"	"18.1396"	"aberr"	"0.0391"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54401.49684"	"band"	"r'"	"abmag"	"17.8245"	"aberr"	"0.0406"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54401.49915"	"band"	"V"	"abmag"	"18.1072"	"aberr"	"0.0604"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54401.50216"	"band"	"B"	"abmag"	"18.6581"	"aberr"	"0.1304"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54402.47504"	"band"	"V"	"abmag"	"18.2170"	"aberr"	"0.0750"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54402.47806"	"band"	"B"	"abmag"	"18.6453"	"aberr"	"0.0950"	"source"	"1"
