"name"	"SN1995al"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/1999AJ....117..707R'>1999AJ....117..707R</a>"	"alias"	"2"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"3"	"secondary"	"1"
"source"	"name"	"S.Pesci, P.Mazza, Barker, et al. IAU Circ. 6255, 6526"	"alias"	"4"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"A.G.Riess et al., 1999, AJ, 117, 707; astro-ph/9810291"	"alias"	"6"
"source"	"name"	"K.Sadakane, VSNET, 1996"	"alias"	"7"
"source"	"name"	"D.Yu.Tsvetkov, N.N.Pavlyuk, 2001, Astronomy Reports, 45, 527-537"	"alias"	"8"
"claimedtype"	"Ia"
"discoverday"	"24"
"discoverer"	"Pesci, Mazza"
"discovermonth"	"10"
"discoveryear"	"1995"
"galdec"	"+333316"
"galra"	"095057"
"host"	"NGC 3021"
"hvel"	"1541"
"maxday"	"8"
"maxmonth"	"11"
"maxyear"	"1995"
"redshift"	"0.00515"
"sndec"	"+333309.4"
"snra"	"095055.97"
"photometry"	"timeunit"	"MJD"	"time"	"50014.4"	"band"	"V"	"abmag"	"17"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50017.4"	"band"	"V"	"abmag"	"15.9"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50022.04"	"band"	"V"	"abmag"	"13.2"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50023.19"	"band"	"V"	"abmag"	"14.3"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50023.69"	"band"	"C"	"abmag"	"13.1"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50024.04"	"band"	"V"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50024.19"	"band"	"V"	"abmag"	"12.8"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50024.5"	"band"	"B"	"abmag"	"13.45"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50024.5"	"band"	"V"	"abmag"	"13.41"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50024.5"	"band"	"R"	"abmag"	"13.36"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50024.5"	"band"	"I"	"abmag"	"13.53"	"aberr"	"0.04"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"50024.7"	"band"	"C"	"abmag"	"12.8"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50024.7"	"band"	"C"	"abmag"	"13.5"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50024.77"	"band"	"V"	"abmag"	"13.42"	"source"	"3,7"
"photometry"	"timeunit"	"MJD"	"time"	"50024.82"	"band"	"C"	"abmag"	"13.4"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.12"	"band"	"C"	"abmag"	"13.3"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.13"	"band"	"C"	"abmag"	"13.1"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.14"	"band"	"C"	"abmag"	"13.3"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.14"	"band"	"V"	"abmag"	"13.1"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50025.15"	"band"	"C"	"abmag"	"13.4"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.2"	"band"	"V"	"abmag"	"12.7"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50025.67"	"band"	"C"	"abmag"	"13.1"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50025.77"	"band"	"V"	"abmag"	"13.37"	"source"	"3,7"
"photometry"	"timeunit"	"MJD"	"time"	"50025.8"	"band"	"C"	"abmag"	"13.4"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50026.11"	"band"	"V"	"abmag"	"13"	"source"	"3,4"
"photometry"	"timeunit"	"MJD"	"time"	"50026.76"	"band"	"C"	"abmag"	"12.7"	"source"	"3,5"
"photometry"	"timeunit"	"MJD"	"time"	"50026.76"	"band"	"V"	"abmag"	"13.34"	"source"	"3,7"
"photometry"	"timeunit"	"MJD"	"time"	"50027.09"	"band"	"C"	"abmag"	"12.7"	"source"	"3,5"
