"name"	"SN2008ad"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012ApJS..200...12H'>Hicken et al. 2012</a>"	"alias"	"1"
"claimedtype"	"Ia"
"discoverday"	"11"
"discoverer"	"Yuan et al."
"discovermonth"	"2"
"discoveryear"	"2008"
"galdec"	"+281946"
"galra"	"124937"
"host"	"A124937+2819"
"hvel"	"16200"
"maxday"	"11"
"maxmonth"	"2"
"maxyear"	"2008"
"redshift"	"0.0556"
"sndec"	"+281946.5"
"snra"	"124937.15"
"photometry"	"timeunit"	"MJD"	"time"	"54507.42223"	"band"	"i'"	"abmag"	"19.1743"	"aberr"	"0.0879"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54507.42454"	"band"	"r'"	"abmag"	"18.5020"	"aberr"	"0.0447"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54507.42684"	"band"	"V"	"abmag"	"18.5357"	"aberr"	"0.0570"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54507.43169"	"band"	"B"	"abmag"	"19.2356"	"aberr"	"0.1299"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54508.47293"	"band"	"i'"	"abmag"	"19.1059"	"aberr"	"0.0735"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54508.47525"	"band"	"r'"	"abmag"	"18.5391"	"aberr"	"0.0468"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54508.47756"	"band"	"V"	"abmag"	"18.6785"	"aberr"	"0.0536"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54508.48241"	"band"	"B"	"abmag"	"19.3010"	"aberr"	"0.0852"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54509.44355"	"band"	"i'"	"abmag"	"19.0548"	"aberr"	"0.0765"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54509.44586"	"band"	"r'"	"abmag"	"18.5971"	"aberr"	"0.0511"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54509.44819"	"band"	"V"	"abmag"	"18.7024"	"aberr"	"0.0566"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54509.45306"	"band"	"B"	"abmag"	"19.4615"	"aberr"	"0.1024"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54570.31969"	"band"	"r'"	"abmag"	"20.5634"	"aberr"	"0.2498"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54570.32200"	"band"	"V"	"abmag"	"20.3734"	"aberr"	"0.3300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"54570.32869"	"band"	"B"	"abmag"	"20.9214"	"aberr"	"0.2668"	"source"	"1"
