"name"	"ASASSN-15pn"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=8041'>ATEL 8041</a>"	"alias"	"2"
"aliases"	"ASASSN-15pn"
"claimedtype"	"Ia"
"discoverday"	"17"
"discoverer"	"All Sky Automated Survey for SuperNovae (ASAS-SN)"
"discovermonth"	"9"
"discoveryear"	"2015"
"maxday"	"17"
"maxmonth"	"9"
"maxyear"	"2015"
"redshift"	"0.038393"
"sndec"	"-05:29:31.3"
"snra"	"04:03:26.32"
"photometry"	"timeunit"	"MJD"	"time"	"57282.5"	"abmag"	"16.9"	"source"	"2,1"
