"name"	"HST J141931+525155"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=3440'>ATEL 3440</a>"	"alias"	"2"
"aliases"	"HST J141931+525155"
"claimedtype"	"unk"
"discoverday"	"23"
"discoverer"	"HST"
"discovermonth"	"5"
"discoveryear"	"2011"
"maxday"	"23"
"maxmonth"	"5"
"maxyear"	"2011"
"redshift"	"0.3541"
"sndec"	"+52:51:55.94"
"snra"	"14:19:31.827"
"photometry"	"timeunit"	"MJD"	"time"	"55704.5"	"abmag"	"22.8"	"source"	"2,1"
