"name"	"MASTER 131704.55+490521.5"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4065'>ATEL 4065</a>"	"alias"	"2"
"aliases"	"MASTER 131704.55+490521.5"
"claimedtype"	"unk"
"discoverday"	"15"
"discoverer"	"MASTER"
"discovermonth"	"4"
"discoveryear"	"2012"
"maxday"	"15"
"maxmonth"	"4"
"maxyear"	"2012"
"sndec"	"+49:05:21.5"
"snra"	"13:17:04.55"
"photometry"	"timeunit"	"MJD"	"time"	"56032.5"	"abmag"	"19.2"	"source"	"2,1"
