"name"	"PTF10xel"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=3027'>ATEL 3027</a>"	"alias"	"2"
"aliases"	"PTF10xel"
"claimedtype"	"Ia"
"discoverday"	"2"
"discoverer"	"PTF"
"discovermonth"	"10"
"discoveryear"	"2010"
"maxday"	"2"
"maxmonth"	"10"
"maxyear"	"2010"
"redshift"	"0.152"
"sndec"	"+34:43:23.3"
"snra"	"22:28:49.87"
"photometry"	"timeunit"	"MJD"	"time"	"55471.5"	"abmag"	"19.6"	"source"	"2,1"
