"name"	"MASTER OT J161143.92+194436.5"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=6055'>ATEL 6055</a>"	"alias"	"2"
"aliases"	"MASTER OT J161143.92+194436.5"
"claimedtype"	"unk"
"discoverday"	"5"
"discoverer"	"MASTER"
"discovermonth"	"4"
"discoveryear"	"2014"
"maxday"	"5"
"maxmonth"	"4"
"maxyear"	"2014"
"sndec"	"+19:44:36.5"
"snra"	"16:11:43.92"
"photometry"	"timeunit"	"MJD"	"time"	"56752.5"	"abmag"	"19.3"	"source"	"2,1"
