"name"	"MASTER OT J233626.71+082501.4"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=6444'>ATEL 6444</a>"	"alias"	"2"
"aliases"	"MASTER OT J233626.71+082501.4"
"claimedtype"	"unk"
"discoverday"	"1"
"discoverer"	"MASTER"
"discovermonth"	"9"
"discoveryear"	"2014"
"maxday"	"1"
"maxmonth"	"9"
"maxyear"	"2014"
"sndec"	"+08:25:01.4"
"snra"	"23:36:26.71"
"photometry"	"timeunit"	"MJD"	"time"	"56901.5"	"abmag"	"18.8"	"source"	"2,1"
