"name"	"SN1998D"
"claimedtype"	"Ia"
"discoverer"	"Qiu,Qiao,Li,Hu (BAO)"
"galdec"	"+344529"
"galra"	"140301"
"host"	"NGC5440"
"hvel"	"3754"
"redshift"	"0.0126"
"sndec"	"+344454.3"
"snra"	"140259.28"
"photometry"	"MJD"	"50873.54"	"band"	"U"	"instrument"	""	"abmag"	"18.902"	"aberr"	"0.057"	"upperlimit"	"0"
"photometry"	"MJD"	"50873.54"	"band"	"B"	"instrument"	""	"abmag"	"18.588"	"aberr"	"0.028"	"upperlimit"	"0"
"photometry"	"MJD"	"50873.54"	"band"	"V"	"instrument"	""	"abmag"	"17.433"	"aberr"	"0.013"	"upperlimit"	"0"
"photometry"	"MJD"	"50873.54"	"band"	"R"	"instrument"	""	"abmag"	"16.971"	"aberr"	"0.020"	"upperlimit"	"0"
"photometry"	"MJD"	"50873.54"	"band"	"I"	"instrument"	""	"abmag"	"16.571"	"aberr"	"0.024"	"upperlimit"	"0"
"photometry"	"MJD"	"50893.43"	"band"	"U"	"instrument"	""	"abmag"	"19.445"	"aberr"	"0.079"	"upperlimit"	"0"
"photometry"	"MJD"	"50893.43"	"band"	"B"	"instrument"	""	"abmag"	"19.094"	"aberr"	"0.032"	"upperlimit"	"0"
"photometry"	"MJD"	"50893.43"	"band"	"V"	"instrument"	""	"abmag"	"18.156"	"aberr"	"0.022"	"upperlimit"	"0"
"photometry"	"MJD"	"50893.43"	"band"	"R"	"instrument"	""	"abmag"	"17.801"	"aberr"	"0.048"	"upperlimit"	"0"
"photometry"	"MJD"	"50893.43"	"band"	"I"	"instrument"	""	"abmag"	"17.558"	"aberr"	"0.031"	"upperlimit"	"0"
"photometry"	"MJD"	"50925.39"	"band"	"B"	"instrument"	""	"abmag"	"19.703"	"aberr"	"0.037"	"upperlimit"	"0"
"photometry"	"MJD"	"50925.39"	"band"	"V"	"instrument"	""	"abmag"	"19.081"	"aberr"	"0.021"	"upperlimit"	"0"
"photometry"	"MJD"	"50925.39"	"band"	"R"	"instrument"	""	"abmag"	"19.096"	"aberr"	"0.036"	"upperlimit"	"0"
"photometry"	"MJD"	"50925.39"	"band"	"I"	"instrument"	""	"abmag"	"18.797"	"aberr"	"0.045"	"upperlimit"	"0"
"photometry"	"MJD"	"50980.3"	"band"	"B"	"instrument"	""	"abmag"	"20.604"	"aberr"	"0.082"	"upperlimit"	"0"
"photometry"	"MJD"	"50980.3"	"band"	"V"	"instrument"	""	"abmag"	"20.494"	"aberr"	"0.059"	"upperlimit"	"0"
"photometry"	"MJD"	"50980.3"	"band"	"R"	"instrument"	""	"abmag"	"20.692"	"aberr"	"0.086"	"upperlimit"	"0"
"photometry"	"MJD"	"50980.3"	"band"	"I"	"instrument"	""	"abmag"	"20.134"	"aberr"	"0.198"	"upperlimit"	"0"
"photometry"	"MJD"	"50987.28"	"band"	"B"	"instrument"	""	"abmag"	"20.809"	"aberr"	"0.083"	"upperlimit"	"0"
"photometry"	"MJD"	"50987.28"	"band"	"V"	"instrument"	""	"abmag"	"20.590"	"aberr"	"0.060"	"upperlimit"	"0"
