"name"	"DES14E1rph"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=6932'>ATEL 6932</a>"	"alias"	"2"
"aliases"	"DES14E1rph"
"claimedtype"	"Ia"
"discoverday"	"29"
"discoverer"	"Dark Energy Survey"
"discovermonth"	"12"
"discoveryear"	"2014"
"maxday"	"29"
"maxmonth"	"12"
"maxyear"	"2014"
"redshift"	"0.1054"
"sndec"	"-42:51:01.5"
"snra"	"00:27:25.54"
"photometry"	"timeunit"	"MJD"	"time"	"57020.5"	"abmag"	"20.9"	"source"	"2,1"
