"name"	"iPTF14gnl"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=6598'>ATEL 6598</a>"	"alias"	"2"
"aliases"	"iPTF14gnl"
"claimedtype"	"Ia"
"discoverday"	"11"
"discoverer"	"PTF"
"discovermonth"	"10"
"discoveryear"	"2014"
"maxday"	"11"
"maxmonth"	"10"
"maxyear"	"2014"
"redshift"	"0.05"
"sndec"	"-03:51:27.9"
"snra"	"00:23:48.33"
"photometry"	"timeunit"	"MJD"	"time"	"56941.5"	"abmag"	"20.5"	"source"	"2,1"
