"name"	"SN2001cw"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07600/07649.html#Item1'>IAUC 7649</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2001cw"
"claimedtype"	"Ia"
"discoverday"	"19"
"discoverer"	"High Z Supernova Search"
"discovermonth"	"5"
"discoveryear"	"2001"
"galdec"	"+293931"
"galra"	"152306"
"host"	"A152306+2939"
"hvel"	"173000"
"maxday"	"19"
"maxmonth"	"5"
"maxyear"	"2001"
"redshift"	"0.93"
"sndec"	"+29:39:31.9"
"snra"	"15:23:06.31"
"photometry"	"timeunit"	"MJD"	"time"	"52048.5"	"abmag"	"24.3"	"source"	"2,1"
