"name"	"PTF13b"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4808'>ATEL 4808</a>"	"alias"	"2"
"aliases"	"PTF13b"
"claimedtype"	"II"
"discoverday"	"31"
"discoverer"	"PTF"
"discovermonth"	"1"
"discoveryear"	"2013"
"maxday"	"31"
"maxmonth"	"1"
"maxyear"	"2013"
"redshift"	"0.024"
"sndec"	"+43:25:01.0"
"snra"	"12:09:11.71"
"photometry"	"timeunit"	"MJD"	"time"	"56323.5"	"abmag"	"18.0"	"source"	"2,1"
