"name"	"MASTER J111440.10+103905.2"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4046'>ATEL 4046</a>"	"alias"	"2"
"aliases"	"MASTER J111440.10+103905.2"
"claimedtype"	"unk"
"discoverday"	"13"
"discoverer"	"MASTER"
"discovermonth"	"4"
"discoveryear"	"2012"
"maxday"	"13"
"maxmonth"	"4"
"maxyear"	"2012"
"sndec"	"+10:39:05.2"
"snra"	"11:14:40.10"
"photometry"	"timeunit"	"MJD"	"time"	"56030.5"	"abmag"	"19.0"	"source"	"2,1"
