"name"	"PSN J13372046-2838568"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/unconf/followups/J13372046-2838568.html'>CBAT TOCP</a>"	"alias"	"2"
"aliases"	"PSN J13372046-2838568"
"claimedtype"	"unk"
"discoverday"	"11"
"discoverer"	"unknown"
"discovermonth"	"1"
"discoveryear"	"2013"
"maxday"	"11"
"maxmonth"	"1"
"maxyear"	"2013"
"sndec"	"-28:38:56.8"
"snra"	"13:37:20.46"
"photometry"	"timeunit"	"MJD"	"time"	"56303.5"	"abmag"	"17.8"	"source"	"2,1"
