"name"	"SN2004S"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"1"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"2"	"secondary"	"1"
"source"	"name"	"K.Misra et al., 2005, astro-ph/0504183"	"alias"	"3"
"claimedtype"	"Ia"
"discoverday"	"6"
"discoverer"	"Martin"
"discovermonth"	"2"
"discoveryear"	"2004"
"galdec"	"-311349"
"galra"	"064547"
"host"	"M-05-16-21"
"hvel"	"2730"
"maxday"	"6"
"maxmonth"	"2"
"maxyear"	"2004"
"redshift"	"0.00915"
"sndec"	"-311352.5"
"snra"	"064543.50"
"photometry"	"timeunit"	"MJD"	"time"	"53041.23"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.32100"	"aberr"	"0.01700"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53041.23"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.48500"	"aberr"	"0.01800"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53041.23"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.50600"	"aberr"	"0.01300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53041.23"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.65700"	"aberr"	"0.02000"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53043.24"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.36100"	"aberr"	"0.01400"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53043.24"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.51100"	"aberr"	"0.01100"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53043.24"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.56900"	"aberr"	"0.01600"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53043.24"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.71300"	"aberr"	"0.03000"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53044.22"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.35000"	"aberr"	"0.01200"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53044.22"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.51600"	"aberr"	"0.01400"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53044.22"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.61800"	"aberr"	"0.01400"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53044.22"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.74300"	"aberr"	"0.01500"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53045.24"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.35800"	"aberr"	"0.01000"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53045.24"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.53400"	"aberr"	"0.01300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53045.24"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.68500"	"aberr"	"0.01400"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53045.24"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.75700"	"aberr"	"0.01700"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53046.22"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.39800"	"aberr"	"0.01200"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53046.22"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.59300"	"aberr"	"0.01100"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53046.22"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.76300"	"aberr"	"0.01100"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53046.22"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.82300"	"aberr"	"0.01500"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53047.21"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.46500"	"aberr"	"0.01100"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53047.21"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.60700"	"aberr"	"0.01300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53047.21"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.81500"	"aberr"	"0.01300"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53047.21"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.84300"	"aberr"	"0.01200"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53047.61"	"band"	"B"	"abmag"	"14.85"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53047.61"	"band"	"I"	"abmag"	"14.76"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53047.61"	"band"	"R"	"abmag"	"14.52"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53047.61"	"band"	"V"	"abmag"	"14.58"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53048.20"	"band"	"R"	"instrument"	"kait3"	"abmag"	"14.50000"	"aberr"	"0.01100"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53048.20"	"band"	"V"	"instrument"	"kait3"	"abmag"	"14.65100"	"aberr"	"0.01200"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53048.20"	"band"	"B"	"instrument"	"kait3"	"abmag"	"14.91000"	"aberr"	"0.01200"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53048.20"	"band"	"I"	"instrument"	"kait3"	"abmag"	"14.92100"	"aberr"	"0.01800"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53048.61"	"band"	"I"	"abmag"	"14.88"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53048.61"	"band"	"V"	"abmag"	"14.75"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53049.63"	"band"	"B"	"abmag"	"15.17"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53049.63"	"band"	"I"	"abmag"	"14.85"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53049.63"	"band"	"R"	"abmag"	"14.64"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53049.63"	"band"	"V"	"abmag"	"14.75"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53050.68"	"band"	"I"	"abmag"	"14.85"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53050.68"	"band"	"R"	"abmag"	"14.77"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53053.6"	"band"	"B"	"abmag"	"15.48"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53053.6"	"band"	"I"	"abmag"	"15.12"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53053.6"	"band"	"R"	"abmag"	"14.91"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53053.6"	"band"	"V"	"abmag"	"14.91"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53054.61"	"band"	"B"	"abmag"	"15.71"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53054.61"	"band"	"I"	"abmag"	"15.11"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53054.61"	"band"	"R"	"abmag"	"15.04"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53054.61"	"band"	"V"	"abmag"	"14.98"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53055.61"	"band"	"B"	"abmag"	"15.76"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53055.61"	"band"	"I"	"abmag"	"15.14"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53055.61"	"band"	"R"	"abmag"	"15.01"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53055.61"	"band"	"V"	"abmag"	"15.01"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53056.59"	"band"	"B"	"abmag"	"15.88"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53056.59"	"band"	"I"	"abmag"	"15.15"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53056.59"	"band"	"R"	"abmag"	"15"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53056.59"	"band"	"V"	"abmag"	"15.07"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53057.63"	"band"	"B"	"abmag"	"16"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53057.63"	"band"	"I"	"abmag"	"15.1"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53057.63"	"band"	"R"	"abmag"	"15.07"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53057.63"	"band"	"V"	"abmag"	"15.13"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53064.16"	"band"	"I"	"instrument"	"kait3"	"abmag"	"15.02000"	"aberr"	"0.04200"	"source"	"1"
