"name"	"MASTER OT J040352.13+332556.4"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=5609'>ATEL 5609</a>"	"alias"	"2"
"aliases"	"MASTER OT J040352.13+332556.4"
"claimedtype"	"unk"
"discoverday"	"23"
"discoverer"	"MASTER"
"discovermonth"	"11"
"discoveryear"	"2013"
"maxday"	"23"
"maxmonth"	"11"
"maxyear"	"2013"
"sndec"	"+33:25:56.4"
"snra"	"04:03:52.13"
"photometry"	"timeunit"	"MJD"	"time"	"56619.5"	"abmag"	"18.2"	"source"	"2,1"
