"name"	"SN2000cb"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2011arXiv1101.1298K'>2011arXiv1101.1298K</a>"	"alias"	"3"
"source"	"name"	"M.Hamuy, PhD Thesis, 2001"	"alias"	"4"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"5"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/07400/07410.html#Item1'>IAUC 7410</a>"	"alias"	"6"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"7"
"aliases"	"SN2000cb"
"claimedtype"	"II"
"discoverday"	"29"
"discoverer"	"LOSS"
"discovermonth"	"5"
"discoveryear"	"2000"
"galdec"	"+014225"
"galra"	"160134"
"host"	"IC 1158"
"hvel"	"1927"
"maxday"	"29"
"maxmonth"	"5"
"maxyear"	"2000"
"redshift"	"0.0064"
"sndec"	"+01:42:23.0"
"snra"	"16:01:32.15"
"photometry"	"timeunit"	"MJD"	"time"	"51693.5"	"abmag"	"16.0"	"source"	"6,5"
"photometry"	"timeunit"	"MJD"	"time"	"51658.4"	"band"	"C"	"abmag"	"18.5"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51658.46"	"band"	"C"	"abmag"	"18.72"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51661.4"	"band"	"C"	"abmag"	"18"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51661.47"	"band"	"C"	"abmag"	"17.74"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51663.31"	"band"	"B"	"abmag"	"18.82"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51663.31"	"band"	"I"	"abmag"	"17.58"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51663.31"	"band"	"R"	"abmag"	"17.68"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51663.31"	"band"	"U"	"abmag"	"19.42"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51663.31"	"band"	"V"	"abmag"	"18.08"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51663.42"	"band"	"B"	"abmag"	"18.78"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51663.42"	"band"	"C"	"abmag"	"17.83"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51663.42"	"band"	"I"	"abmag"	"17.66"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51663.42"	"band"	"V"	"abmag"	"18.04"	"aberr"	"0.03"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51663.8"	"band"	"C"	"abmag"	"16.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51664.8"	"band"	"C"	"abmag"	"16.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51665.41"	"band"	"B"	"abmag"	"18.84"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51665.41"	"band"	"I"	"abmag"	"17.36"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51665.41"	"band"	"R"	"abmag"	"17.55"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51665.41"	"band"	"V"	"abmag"	"17.96"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51665.46"	"band"	"C"	"abmag"	"17.42"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51667.43"	"band"	"B"	"abmag"	"18.78"	"aberr"	"0.07"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51667.43"	"band"	"I"	"abmag"	"17.3"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51667.43"	"band"	"V"	"abmag"	"17.8"	"aberr"	"0.04"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51667.7"	"band"	"C"	"abmag"	"16.3"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51669.04"	"band"	"C"	"abmag"	"17.9"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51670.0"	"band"	"C"	"abmag"	"16.6"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51670.46"	"band"	"C"	"abmag"	"17.06"	"aberr"	"0.06"	"source"	"1,3"
"photometry"	"timeunit"	"MJD"	"time"	"51675.2"	"band"	"B"	"abmag"	"18.09"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51675.2"	"band"	"I"	"abmag"	"16.53"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51675.2"	"band"	"R"	"abmag"	"16.75"	"source"	"1,4"
"photometry"	"timeunit"	"MJD"	"time"	"51675.2"	"band"	"V"	"abmag"	"17.2"	"source"	"1,4"
