"name"	"SN2009aw"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iau/cbet/001700/CBET001727.txt'>CBET 1727</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN2009aw"
"claimedtype"	"Ia"
"discoverday"	"24"
"discoverer"	"Canada-France-Hawaii Telescope"
"discovermonth"	"1"
"discoveryear"	"2009"
"galdec"	"+245508"
"galra"	"063147"
"host"	"A063147+2455"
"hvel"	"24000"
"maxday"	"24"
"maxmonth"	"1"
"maxyear"	"2009"
"redshift"	"0.08"
"sndec"	"+24:55:08.9"
"snra"	"06:31:47.08"
"photometry"	"timeunit"	"MJD"	"time"	"54855.5"	"abmag"	"19.8"	"source"	"2,1"
