"name"	"MASTER OT J022011.63-531848.9"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=8135'>ATEL 8135</a>"	"alias"	"2"
"aliases"	"MASTER OT J022011.63-531848.9"
"claimedtype"	"unk"
"discoverday"	"5"
"discoverer"	"MASTER"
"discovermonth"	"10"
"discoveryear"	"2015"
"maxday"	"5"
"maxmonth"	"10"
"maxyear"	"2015"
"sndec"	"-53:18:48.9"
"snra"	"02:20:11.63"
"photometry"	"timeunit"	"MJD"	"time"	"57300.5"	"abmag"	"18.1"	"source"	"2,1"
