"name"	"MASTER OT J014711.67+091529.7"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.astronomerstelegram.org/?read=4570'>ATEL 4570</a>"	"alias"	"2"
"aliases"	"MASTER OT J014711.67+091529.7"
"claimedtype"	"unk"
"discoverday"	"11"
"discoverer"	"MASTER"
"discovermonth"	"11"
"discoveryear"	"2012"
"maxday"	"11"
"maxmonth"	"11"
"maxyear"	"2012"
"sndec"	"+09:15:29.7"
"snra"	"01:47:11.67"
"photometry"	"timeunit"	"MJD"	"time"	"56242.5"	"abmag"	"18.4"	"source"	"2,1"
