"name"	"SN1995ao"
"source"	"name"	"<a href='http://www.rochesterastronomy.org/snimages/snredshiftall.html'>Latest Supernovae</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://www.cbat.eps.harvard.edu/iauc/06200/06267.html'>IAUC 6267</a>"	"alias"	"2"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"3"
"aliases"	"SN1995ao"
"claimedtype"	"Ia"
"discoverday"	"17"
"discoverer"	"High-Z Supernova Search Team"
"discovermonth"	"11"
"discoveryear"	"1995"
"galdec"	"-014119"
"galra"	"025730"
"host"	"A025730-0141"
"hvel"	"63500"
"maxday"	"17"
"maxmonth"	"11"
"maxyear"	"1995"
"redshift"	"0.24"
"sndec"	"-01:41:19.8"
"snra"	"02:57:30.70"
"photometry"	"timeunit"	"MJD"	"time"	"50038.5"	"abmag"	"21.5"	"source"	"2,1"
