"name"	"SN2004aw"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2014ApJS..213...19B'>Bianco et al. 2014</a>"	"alias"	"1"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"2"	"secondary"	"1"
"source"	"name"	"Taubenberger, Pastorello, Mazzali et al., 2006, MNRAS, 371, 1459"	"alias"	"3"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2012A%26A...538A.120L'>2012A&A...538A.120L</a>"	"alias"	"4"
"claimedtype"	"Ic"
"discoverday"	"21"
"discoverer"	"Boles"
"discovermonth"	"3"
"discoveryear"	"2004"
"galdec"	"+251618"
"galra"	"115747"
"host"	"NGC 3997"
"hvel"	"4742"
"maxday"	"1"
"maxmonth"	"4"
"maxyear"	"2004"
"redshift"	"0.0159"
"sndec"	"+251555.1"
"snra"	"115750.24"
"photometry"	"timeunit"	"MJD"	"time"	"53085.3"	"band"	"B"	"abmag"	"18.12"	"aberr"	"0.04"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53085.3"	"band"	"I"	"abmag"	"16.97"	"aberr"	"0.05"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53085.3"	"band"	"R"	"abmag"	"17.19"	"aberr"	"0.04"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53085.3"	"band"	"V"	"abmag"	"17.47"	"aberr"	"0.04"	"source"	"2,3"
"photometry"	"timeunit"	"MJD"	"time"	"53085.31530"	"band"	"V"	"instrument"	"CfA3_4SH"	"abmag"	"17.370"	"aberr"	"0.024"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53085.31799"	"band"	"R"	"instrument"	"CfA3_4SH"	"abmag"	"17.040"	"aberr"	"0.023"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53085.31984"	"band"	"I"	"instrument"	"CfA3_4SH"	"abmag"	"16.768"	"aberr"	"0.029"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53085.32315"	"band"	"B"	"instrument"	"CfA3_4SH"	"abmag"	"17.923"	"aberr"	"0.033"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53085.33138"	"band"	"U"	"instrument"	"CfA3_4SH"	"abmag"	"17.793"	"aberr"	"0.055"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53086.23280"	"band"	"V"	"instrument"	"CfA3_4SH"	"abmag"	"17.283"	"aberr"	"0.038"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53086.23527"	"band"	"R"	"instrument"	"CfA3_4SH"	"abmag"	"17.089"	"aberr"	"0.054"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53086.23704"	"band"	"I"	"instrument"	"CfA3_4SH"	"abmag"	"16.595"	"aberr"	"0.059"	"source"	"1"
"photometry"	"timeunit"	"MJD"	"time"	"53087.26331"	"band"	"V"	"instrument"	"CfA3_4SH"	"abmag"	"17.268"	"aberr"	"0.027"	"source"	"1"
