"name"	"SN2000dk"
"source"	"name"	"<a href='https://www.cfa.harvard.edu/supernova/SNarchive.html'>CfA Supernova Archive</a>"	"alias"	"1"	"secondary"	"1"
"source"	"name"	"<a href='http://adsabs.harvard.edu/abs/2006AJ....131..527J'>2006AJ....131..527J</a>"	"alias"	"2"
"source"	"name"	"<a href='http://heracles.astro.berkeley.edu/sndb/info'>UCB Filippenko Group's Supernova Database (SNDB)</a>"	"alias"	"3"
"source"	"name"	"<a href='http://dau.itep.ru/sn/node/72'>Sternberg Astronomical Institute Supernova Light Curve Catalogue</a>"	"alias"	"4"	"secondary"	"1"
"source"	"name"	"VSNET 2001"	"alias"	"5"
"source"	"name"	"S.Jha et al., 2005, astro-ph/0509234"	"alias"	"6"
"claimedtype"	"Ia"
"discoverday"	"11"
"discoverer"	"LOSS"
"discovermonth"	"9"
"discoveryear"	"2000"
"galdec"	"+322413"
"galra"	"010724"
"host"	"NGC 382"
"hvel"	"5217"
"maxday"	"26"
"maxmonth"	"9"
"maxyear"	"2000"
"redshift"	"0.0176"
"sndec"	"+322423.2"
"snra"	"010723.52"
"photometry"	"timeunit"	"MJD"	"time"	"51798.3"	"band"	"C"	"abmag"	"19"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51805.3"	"band"	"C"	"abmag"	"16"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51806.2"	"band"	"C"	"abmag"	"15.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51806.29"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.86300"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51806.29"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.88500"	"aberr"	"0.02300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51806.29"	"band"	"B"	"instrument"	"kait2"	"abmag"	"16.03800"	"aberr"	"0.01800"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51806.29"	"band"	"V"	"instrument"	"kait2"	"abmag"	"16.05400"	"aberr"	"0.01200"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51807.31"	"band"	"I"	"instrument"	"kait2"	"abmag"	"15.70900"	"aberr"	"0.02100"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51807.31"	"band"	"R"	"instrument"	"kait2"	"abmag"	"15.71800"	"aberr"	"0.01700"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51807.31"	"band"	"B"	"instrument"	"kait2"	"abmag"	"15.88800"	"aberr"	"0.01500"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51807.31"	"band"	"V"	"instrument"	"kait2"	"abmag"	"15.89200"	"aberr"	"0.02300"	"source"	"3"
"photometry"	"timeunit"	"MJD"	"time"	"51807.32"	"band"	"R"	"abmag"	"15.8"	"source"	"4,5"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"U"	"abmag"	"15.500"	"aberr"	"0.038"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"B"	"abmag"	"15.917"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"V"	"abmag"	"15.896"	"aberr"	"0.010"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"R"	"abmag"	"15.724"	"aberr"	"0.012"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"I"	"abmag"	"15.871"	"aberr"	"0.016"	"source"	"1,2"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"B"	"abmag"	"15.92"	"source"	"4,6"
"photometry"	"timeunit"	"MJD"	"time"	"51807.38"	"band"	"I"	"abmag"	"15.87"	"source"	"4,6"
