# sn97E.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450464.92  99.999 9.999  15.694 0.017  15.598 0.011  15.377 0.015  99.999 9.999
2450465.69  15.441 0.038  15.667 0.015  15.544 0.010  15.357 0.013  15.423 0.014
2450466.78  15.414 0.036  15.656 0.013  15.502 0.008  15.323 0.011  15.468 0.011
2450468.66  15.500 0.037  15.620 0.014  15.492 0.010  15.322 0.012  15.480 0.013
2450472.66  15.789 0.037  15.779 0.013  15.491 0.008  15.323 0.013  15.638 0.012
2450476.89  16.330 0.061  16.166 0.032  15.741 0.023  15.716 0.030  15.940 0.032
2450479.87  16.802 0.037  16.547 0.013  15.933 0.008  15.906 0.011  16.006 0.011
2450485.62  17.725 0.041  17.381 0.015  16.301 0.009  16.003 0.013  15.847 0.018
2450489.77  99.999 9.999  17.891 0.022  16.627 0.014  16.131 0.019  15.823 0.019
2450512.65  19.247 0.060  18.929 0.025  17.829 0.016  17.448 0.026  17.296 0.023
2450521.62  19.383 0.186  19.147 0.028  18.101 0.016  17.811 0.023  17.736 0.024
2450523.66  19.668 0.114  19.147 0.051  18.113 0.034  17.933 0.048  17.831 0.074
2450545.65  20.159 0.120  19.495 0.070  18.783 0.046  18.622 0.066  18.717 0.129
