# sn99dq.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451426.99  15.027 0.043  15.477 0.022  15.325 0.014  15.202 0.017  15.147 0.022
2451427.97  14.831 0.037  15.322 0.015  15.162 0.010  15.027 0.013  15.029 0.015
2451428.88  14.663 0.054  15.199 0.021  15.074 0.014  14.943 0.018  14.960 0.020
2451429.99  14.613 0.038  15.092 0.018  14.955 0.010  14.843 0.014  14.861 0.017
2451431.93  14.491 0.046  14.953 0.023  14.766 0.016  14.689 0.020  14.808 0.026
2451432.97  14.472 0.064  99.999 9.999  99.999 9.999  14.594 0.038  99.999 9.999
2451434.00  14.431 0.040  14.895 0.020  14.740 0.013  14.644 0.016  14.760 0.021
2451434.95  14.466 0.039  14.853 0.021  14.697 0.015  14.587 0.021  14.788 0.021
2451435.90  14.481 0.036  14.864 0.014  14.710 0.010  14.608 0.015  14.743 0.015
2451436.87  14.619 0.064  14.845 0.039  14.696 0.015  14.563 0.019  14.749 0.021
2451437.86  14.621 0.038  14.892 0.017  14.675 0.011  14.565 0.016  14.783 0.016
2451438.89  14.652 0.038  14.889 0.012  14.697 0.008  14.565 0.010  14.813 0.013
2451439.91  14.738 0.038  14.918 0.018  14.681 0.013  14.555 0.018  14.851 0.019
2451441.92  14.883 0.111  14.985 0.015  14.712 0.010  14.601 0.014  14.914 0.019
2451453.94  16.306 0.038  16.009 0.015  15.273 0.007  15.168 0.010  15.280 0.016
2451454.90  99.999 9.999  99.999 9.999  15.396 0.012  15.210 0.015  15.349 0.017
2451458.89  16.928 0.057  16.608 0.015  15.558 0.010  15.263 0.013  15.178 0.014
2451461.89  17.319 0.036  16.911 0.011  15.698 0.007  15.298 0.009  15.098 0.011
2451463.90  17.565 0.039  17.071 0.014  15.808 0.009  15.337 0.011  15.068 0.013
2451466.87  99.999 9.999  17.299 0.022  15.983 0.012  15.461 0.016  15.094 0.016
2451468.85  17.939 0.051  17.443 0.021  16.092 0.013  15.556 0.017  15.172 0.018
2451487.83  18.397 0.047  18.016 0.016  16.871 0.010  16.470 0.012  16.174 0.017
2451512.78  19.212 0.067  18.329 0.038  17.518 0.026  17.258 0.032  17.133 0.037
2451521.78  99.999 9.999  18.528 0.026  17.619 0.013  17.476 0.019  17.683 0.049
2451527.72  99.999 9.999  99.999 9.999  17.825 0.028  17.694 0.035  17.824 0.065
2451546.76  19.824 0.082  18.867 0.041  18.270 0.023  18.277 0.032  18.446 0.059
2451547.74  99.999 9.999  99.999 9.999  18.292 0.029  99.999 9.999  99.999 9.999
2451589.65  99.999 9.999  19.479 0.090  19.031 0.065  19.235 0.092  18.941 0.148
2451590.65  99.999 9.999  19.315 0.059  18.922 0.038  19.483 0.092  18.862 0.094
