# sn97bq.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450547.62  99.999 9.999  15.676 0.020  15.641 0.012  15.493 0.016  15.522 0.017
2450548.81  14.971 0.042  15.350 0.023  15.401 0.017  15.234 0.022  15.270 0.021
2450549.82  14.735 0.043  15.135 0.023  15.168 0.017  15.054 0.023  15.080 0.023
2450550.70  14.551 0.070  14.994 0.042  15.013 0.020  14.902 0.028  14.914 0.027
2450551.83  14.451 0.044  14.824 0.021  14.865 0.009  14.740 0.012  14.807 0.014
2450568.66  15.323 0.046  15.255 0.018  14.675 0.011  14.711 0.015  15.032 0.017
2450570.76  15.650 0.039  15.501 0.012  14.819 0.007  14.827 0.010  15.052 0.011
2450573.70  16.078 0.041  15.860 0.016  15.009 0.011  14.918 0.014  15.000 0.016
2450575.68  16.380 0.038  16.114 0.014  15.102 0.008  14.951 0.012  14.954 0.013
2450578.66  99.999 9.999  16.429 0.020  15.259 0.011  15.027 0.019  14.908 0.014
2450582.78  17.162 0.089  16.824 0.022  15.473 0.013  15.068 0.017  14.853 0.018
2450600.72  17.968 0.045  17.575 0.017  16.422 0.011  16.030 0.015  15.834 0.015
2450609.66  18.047 0.054  17.679 0.021  16.636 0.011  16.355 0.016  16.237 0.016
