#
# PHOTOMETRY OF SN 1995D (Riess et al. 1999, AJ 117, 707)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
49762.08	99.99 9.99	13.74 0.05	99.99 9.99	99.99 9.99
49765.74	13.53 0.05	13.51 0.05	13.52 0.05	13.70 0.05
49765.87	13.52 0.04	13.53 0.06	13.46 0.05	13.70 0.06
49766.79	13.47 0.04	13.49 0.03	13.43 0.03	13.68 0.04
49767.67	13.47 0.05	13.47 0.05	13.47 0.05	13.70 0.05
49769.79	13.42 0.05	13.40 0.03	13.38 0.05	13.71 0.04
49770.68	13.50 0.06	13.43 0.05	13.48 0.06	13.81 0.05
49771.82	13.47 0.05	13.43 0.05	13.39 0.05	13.82 0.04
49772.69	13.56 0.05	13.46 0.04	13.44 0.04	13.86 0.04
49773.78	13.58 0.04	13.49 0.04	13.44 0.04	13.88 0.05
49775.95	13.72 0.06	13.54 0.07	13.54 0.05	13.98 0.05
49776.66	13.78 0.06	13.58 0.06	13.59 0.05	14.01 0.05
49776.67	13.77 0.04	13.58 0.04	13.65 0.05	14.07 0.05
49779.74	13.99 0.04	13.72 0.03	13.77 0.03	14.20 0.04
49780.88	14.13 0.06	13.79 0.04	13.88 0.03	14.26 0.04
49781.66	14.20 0.03	13.84 0.04	13.92 0.03	14.29 0.05
49783.77	14.43 0.03	13.97 0.03	14.03 0.03	14.33 0.05
49784.72	14.53 0.05	14.03 0.05	14.10 0.05	14.41 0.05
49784.77	14.54 0.03	14.06 0.03	14.08 0.03	99.99 9.99
49785.70	14.64 0.04	14.09 0.04	14.12 0.05	14.39 0.06
49787.69	14.86 0.04	14.19 0.02	14.13 0.03	14.26 0.04
49792.67	15.35 0.04	14.50 0.04	14.23 0.04	14.24 0.04
49795.73	15.63 0.04	14.55 0.04	14.26 0.03	14.20 0.05
49799.63	15.97 0.04	14.75 0.03	14.37 0.04	14.16 0.04
49803.63	16.13 0.04	14.93 0.03	14.55 0.03	14.28 0.04
49805.74	16.27 0.04	15.06 0.03	14.69 0.04	14.34 0.06
49806.78	16.33 0.07	15.13 0.07	99.99 9.99	14.45 0.04
49810.73	16.47 0.04	15.32 0.03	14.98 0.03	14.74 0.04
49812.65	16.47 0.04	15.38 0.04	15.06 0.03	14.84 0.04
49820.69	16.64 0.04	15.63 0.04	15.34 0.07	15.18 0.07
49827.72	16.75 0.04	15.82 0.04	15.58 0.03	15.54 0.05
49829.67	16.76 0.04	15.86 0.04	15.63 0.04	15.62 0.05
49835.68	16.83 0.04	16.00 0.04	15.82 0.04	15.86 0.08
49843.70	16.96 0.04	16.23 0.05	16.23 0.04	16.18 0.08
49851.63	17.04 0.05	16.39 0.05	16.27 0.05	16.37 0.08
