# sn97cn.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450597.76  18.897 0.068  18.523 0.027  17.216 0.014  16.708 0.019  16.465 0.019
2450598.83  18.915 0.068  18.653 0.029  17.291 0.012  16.761 0.016  16.428 0.016
2450599.71  99.999 9.999  18.780 0.048  99.999 9.999  99.999 9.999  99.999 9.999
2450600.75  19.119 0.060  18.858 0.026  17.497 0.014  16.948 0.019  16.563 0.021
2450602.73  19.471 0.099  19.081 0.038  17.694 0.016  17.160 0.022  16.724 0.022
2450604.82  19.440 0.076  19.290 0.037  17.911 0.020  17.402 0.028  16.941 0.031
2450605.88  19.422 0.099  99.999 9.999  99.999 9.999  17.487 0.041  17.078 0.039
2450607.77  19.559 0.080  99.999 9.999  18.062 0.014  17.623 0.018  17.191 0.021
2450608.70  19.493 0.072  19.421 0.045  99.999 9.999  17.710 0.039  17.265 0.039
2450609.67  19.643 0.065  19.454 0.030  18.189 0.020  17.746 0.026  17.286 0.027
2450610.79  19.679 0.106  19.595 0.053  18.238 0.023  17.810 0.030  17.391 0.031
2450611.82  19.632 0.101  99.999 9.999  18.301 0.019  17.837 0.025  17.447 0.029
2450627.67  99.999 9.999  20.076 0.051  18.911 0.020  18.616 0.031  18.345 0.029
2450640.75  99.999 9.999  99.999 9.999  19.238 0.034  19.135 0.052  18.932 0.063
