# sn97br.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450551.84  13.713 0.045  14.397 0.016  14.154 0.008  13.983 0.011  13.922 0.011
2450552.83  13.695 0.053  14.317 0.028  14.078 0.016  13.847 0.023  13.811 0.021
2450567.79  14.278 0.043  14.371 0.015  13.800 0.009  13.637 0.013  13.759 0.012
2450569.79  14.537 0.042  14.574 0.014  13.855 0.008  13.717 0.012  13.825 0.012
2450571.81  14.826 0.037  14.811 0.016  13.936 0.010  13.849 0.013  13.833 0.015
2450573.75  15.205 0.039  15.060 0.015  14.080 0.009  13.890 0.012  13.838 0.014
2450575.76  15.532 0.041  15.315 0.014  14.208 0.008  13.985 0.012  13.828 0.014
2450578.73  15.988 0.040  15.672 0.019  14.416 0.013  14.048 0.017  13.789 0.017
2450582.80  16.381 0.056  16.002 0.021  14.609 0.012  14.162 0.017  13.875 0.017
2450597.75  17.156 0.046  16.810 0.017  15.331 0.009  14.825 0.012  14.350 0.014
2450607.75  17.334 0.046  17.009 0.017  15.701 0.009  15.262 0.013  14.915 0.013
