#
# PHOTOMETRY OF SN 1996bv (Riess et al. 1999, AJ 117, 707)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
50408.9   	15.88 0.01	15.53 0.01	15.29 0.01	15.52 0.02
50409.9   	15.93 0.01	15.57 0.01	15.40 0.01	15.56 0.02
50411.9   	16.03 0.01	15.60 0.01	15.44 0.01	15.69 0.02
50413.0   	16.13 0.01	15.70 0.01	15.54 0.01	15.78 0.02
50420.1   	16.73 0.01	99.99 9.99	99.99 9.99	15.94 0.03
50426.0   	17.45 0.01	16.35 0.01	16.04 0.01	99.99 9.99
50429.8   	99.99 9.99	99.99 9.99	16.11 0.01	15.87 0.02
50451.8   	18.78 0.07	17.57 0.01	17.06 0.02	16.77 0.02
50486.6   	19.18 0.05	18.32 0.01	17.84 0.04	99.99 9.99

