#
# PHOTOMETRY OF SN 1995ac (Riess et al. 1999, AJ 117, 707)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
49987.64	17.30 0.03	17.36 0.03	17.34 0.04	17.37 0.03
49988.77	17.27 0.04	17.30 0.03	17.32 0.03	17.35 0.03
49989.75	17.19 0.03	17.26 0.04	17.21 0.04	17.32 0.02
49992.71	17.28 0.03	17.23 0.03	17.14 0.04	17.32 0.03
49994.63	17.28 0.04	17.24 0.03	99.99 9.99	17.32 0.04
49998.65	17.40 0.04	17.24 0.03	17.15 0.04	17.41 0.05
50000.60	17.59 0.02	17.33 0.03	17.22 0.03	17.52 0.02
50001.60	17.60 0.03	17.36 0.02	17.27 0.04	17.51 0.03
50002.70	17.64 0.04	17.38 0.03	17.34 0.04	17.58 0.02
50004.70	17.80 0.03	17.51 0.03	17.45 0.03	17.66 0.03
50005.70	17.93 0.03	17.56 0.03	17.50 0.03	17.67 0.02
50007.70	18.14 0.03	17.67 0.03	17.55 0.04	17.71 0.05
50008.70	18.26 0.03	17.70 0.03	17.64 0.03	17.71 0.04
50009.70	18.37 0.03	17.78 0.03	17.63 0.03	17.68 0.05
50011.70	18.63 0.03	17.93 0.03	17.74 0.03	17.74 0.03
50013.70	18.87 0.03	18.04 0.02	17.75 0.03	17.67 0.03
50017.60	19.16 0.03	18.24 0.03	17.74 0.06	17.66 0.04
50026.60	20.02 0.03	18.83 0.03	18.06 0.03	99.99 9.99
50029.60	20.09 0.04	18.91 0.03	18.32 0.03	18.01 0.03
50031.60	20.06 0.03	18.96 0.02	18.49 0.03	18.14 0.03
50033.70	20.16 0.03	19.08 0.04	18.54 0.05	18.18 0.07
50048.70	20.39 0.04	19.57 0.05	19.19 0.05	18.95 0.05
