# sn98bp.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2450934.88  15.655 0.037  15.641 0.014  15.439 0.008  15.162 0.011  15.230 0.014
2450937.90  15.801 0.040  15.672 0.017  15.313 0.010  15.070 0.015  15.134 0.016
2450938.95  15.923 0.037  15.739 0.014  15.298 0.008  15.054 0.012  15.135 0.013
2450939.93  99.999 9.999  15.849 0.029  15.307 0.019  15.052 0.026  15.160 0.025
2450949.93  17.921 0.053  17.416 0.026  16.077 0.011  15.607 0.015  15.295 0.019
2450951.87  18.184 0.069  17.636 0.038  16.266 0.013  15.751 0.021  15.403 0.025
2450953.85  18.250 0.049  17.883 0.029  16.416 0.012  15.870 0.019  15.482 0.023
2450955.89  18.417 0.053  18.028 0.032  16.653 0.013  16.058 0.019  15.622 0.022
2450959.94  18.700 0.046  18.239 0.023  16.941 0.016  16.441 0.021  16.022 0.022
2450962.88  18.770 0.062  18.422 0.042  17.125 0.019  16.680 0.026  16.237 0.035
2450980.84  19.263 0.088  18.939 0.064  17.787 0.039  17.481 0.051  17.203 0.053
2450983.81  19.434 0.053  18.958 0.031  17.891 0.013  17.610 0.022  17.307 0.029
2450987.82  19.476 0.083  19.025 0.038  18.014 0.017  17.770 0.027  17.529 0.038
2450996.78  99.999 9.999  19.204 0.049  18.301 0.025  18.121 0.036  17.836 0.059
2451013.74  20.311 0.106  19.456 0.037  18.721 0.025  18.835 0.053  18.538 0.106
2451077.63  99.999 9.999  20.705 0.082  99.999 9.999  99.999 9.999  20.114 0.175
