# sn99gp.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451545.81  15.756 0.037  16.330 0.012  16.338 0.008  16.243 0.011  16.352 0.012
2451546.74  15.758 0.041  16.285 0.016  16.206 0.008  16.177 0.012  16.330 0.012
2451548.65  15.760 0.036  16.199 0.013  16.226 0.009  16.145 0.012  16.366 0.015
2451551.63  15.874 0.037  16.251 0.013  16.140 0.007  16.023 0.011  16.406 0.016
2451553.57  16.050 0.038  16.291 0.013  16.136 0.008  16.015 0.011  16.472 0.014
2451555.62  16.150 0.037  16.475 0.014  16.280 0.009  16.171 0.012  16.568 0.014
2451564.64  17.109 0.048  17.011 0.019  16.564 0.012  16.527 0.017  17.048 0.041
2451570.58  17.857 0.072  17.589 0.021  16.872 0.011  99.999 9.999  17.142 0.033
2451580.58  18.870 0.066  18.463 0.031  17.306 0.017  16.851 0.026  16.831 0.029
2451581.67  18.985 0.063  18.578 0.017  17.324 0.010  16.849 0.017  16.850 0.017
2451589.67  19.378 0.193  18.999 0.028  17.822 0.016  17.249 0.024  17.053 0.032
