# sn00cx.ubvri.psfphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451751.97  13.223 0.051  13.422 0.021  13.285 0.013  13.338 0.017  13.639 0.029
2451789.96  16.571 0.092  16.390 0.035  15.516 0.012  15.227 0.016  15.129 0.028
2451792.99  16.667 0.046  16.512 0.018  15.643 0.010  15.365 0.015  15.315 0.028
2451794.95  16.768 0.049  16.555 0.018  15.718 0.010  15.452 0.014  15.429 0.025
2451800.96  16.911 0.072  16.677 0.048  15.919 0.024  15.700 0.030  15.753 0.060
2451801.88  16.961 0.065  16.701 0.039  15.973 0.028  15.751 0.035  15.828 0.041
2451805.86  16.990 0.050  16.780 0.026  16.099 0.017  15.877 0.024  16.038 0.030
2451810.85  17.126 0.047  16.889 0.021  16.250 0.012  16.067 0.017  16.248 0.027
2451814.76  17.157 0.061  16.971 0.016  16.391 0.009  16.219 0.012  16.446 0.021
2451819.93  17.271 0.047  17.063 0.021  16.563 0.010  16.412 0.014  16.730 0.025
2451822.99  17.275 0.048  17.120 0.021  16.654 0.011  16.524 0.016  16.868 0.028
2451843.64  17.833 0.095  17.535 0.064  17.263 0.033  17.231 0.044  17.667 0.054
2451868.70  18.465 0.073  18.018 0.030  17.816 0.020  17.963 0.029  18.403 0.050
2451875.70  99.999 9.999  18.111 0.027  17.918 0.016  18.071 0.027  18.377 0.055
2451878.77  18.779 0.060  18.189 0.029  18.036 0.020  18.164 0.029  18.548 0.050
2451900.66  19.063 0.057  18.550 0.031  18.418 0.020  18.760 0.038  18.929 0.058
2451906.64  19.252 0.055  18.604 0.026  18.520 0.017  18.842 0.029  19.026 0.066
2451933.64  19.817 0.120  19.025 0.084  18.942 0.063  19.404 0.077  19.734 0.152
