#
# PHOTOMETRY OF SN 1995al (Riess et al. 1999, AJ 117, 707)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
50025.00	13.45 0.04	13.41 0.04	13.36 0.04	13.53 0.04
50030.00	13.36 0.04	13.25 0.04	13.21 0.04	13.55 0.04
50031.00	13.44 0.06	13.26 0.06	13.28 0.06	13.61 0.06
50032.00	13.42 0.04	13.26 0.04	13.23 0.04	13.62 0.04
50034.90	13.57 0.03	13.28 0.05	13.33 0.05	13.62 0.05
50035.00	13.56 0.06	13.30 0.06	13.35 0.06	13.72 0.06
50037.00	13.64 0.06	13.33 0.06	13.45 0.04	13.83 0.04
50037.00	13.64 0.06	13.36 0.05	13.45 0.04	13.83 0.04
50038.00	13.73 0.04	13.41 0.04	13.52 0.04	13.88 0.04
50039.90	13.87 0.03	13.50 0.05	13.58 0.05	13.90 0.05
50042.00	14.05 0.03	13.65 0.05	13.72 0.05	14.04 0.05
50045.00	14.34 0.04	13.80 0.04	13.90 0.04	14.12 0.04
50048.00	14.69 0.04	13.95 0.04	13.95 0.04	14.04 0.04
50051.00	15.05 0.04	14.00 0.06	13.90 0.07	13.92 0.07
50054.80	15.42 0.03	14.30 0.05	14.00 0.05	13.84 0.05
50067.00	16.24 0.03	14.95 0.03	14.61 0.03	14.28 0.03
50070.90	16.33 0.03	15.13 0.03	14.81 0.03	14.51 0.03
50078.90	16.46 0.03	15.41 0.03	15.11 0.03	14.92 0.03
50087.00	16.58 0.03	15.64 0.03	15.36 0.03	15.25 0.03
50088.90	16.59 0.03	15.68 0.03	15.43 0.03	15.36 0.03
50103.80	16.84 0.03	16.08 0.03	15.91 0.04	15.80 0.04
50136.90	17.28 0.04	16.88 0.04	16.91 0.06	17.14 0.06
50161.70	17.80 0.07	17.44 0.07	17.68 0.10	17.98 0.11
