# sn98ec.ubvri.snphot.dat
# photometry from Jha et al. 2006, AJ 131, 527
#
#  HJD         U    +/-      B    +/-      V    +/-      R    +/-      I    +/-
2451101.96  17.587 0.044  17.296 0.014  16.663 0.008  16.620 0.011  16.901 0.014
2451106.02  18.128 0.049  17.757 0.017  16.920 0.009  16.836 0.013  16.928 0.017
2451110.97  18.800 0.059  18.324 0.024  17.182 0.013  16.873 0.019  16.823 0.018
2451114.01  19.255 0.116  18.622 0.026  17.366 0.013  16.859 0.019  16.724 0.020
2451136.88  19.983 0.113  19.762 0.032  18.469 0.012  17.972 0.019  17.678 0.023
2451195.74  21.003 0.226  20.717 0.064  19.964 0.036  19.929 0.048  20.149 0.108
2451217.84  99.999 9.999  21.050 0.160  20.421 0.121  20.439 0.151  20.401 0.210
2451224.68  99.999 9.999  21.187 0.171  20.504 0.121  20.535 0.152  99.999 9.999
2451232.67  99.999 9.999  99.999 9.999  20.853 0.298  99.999 9.999  99.999 9.999
2451275.62  99.999 9.999  21.938 0.296  21.584 0.153  21.411 0.261  99.999 9.999
