#
# PHOTOMETRY OF SN 1996ai (1999AJ....117..707R)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
50254.0   	16.95 0.02	15.30 0.02	14.52 0.02	13.98 0.02
50255.0   	16.97 0.02	15.29 0.02	14.50 0.02	14.02 0.02
50256.0   	16.97 0.02	15.27 0.02	14.47 0.02	99.99 9.99
50257.0   	17.01 0.02	15.27 0.02	14.48 0.02	99.99 9.99
50258.0   	17.00 0.02	15.23 0.02	14.49 0.02	14.09 0.02
50259.0   	17.04 0.02	15.29 0.02	14.51 0.02	14.18 0.02
50260.0   	17.06 0.02	15.26 0.02	14.53 0.02	14.19 0.02
50274.0   	18.17 0.05	16.03 0.11	15.15 0.03	14.53 0.02
50276.0   	99.99 9.99	99.99 9.99	15.33 0.09	99.99 9.99
50278.0   	99.99 9.99	15.96 0.02	15.16 0.03	14.52 0.02
50281.0   	18.99 0.05	16.40 0.02	15.24 0.02	99.99 9.99
50282.0   	18.99 0.02	16.43 0.02	15.26 0.02	99.99 9.99
50283.0   	19.13 0.05	16.36 0.02	15.30 0.02	14.34 0.02
50285.0   	99.99 9.99	16.37 0.03	15.30 0.05	14.51 0.02
50295.0   	20.15 0.14	17.11 0.03	16.02 0.03	15.04 0.02
