#
# PHOTOMETRY OF SN 1994ae (Riess et al. 1999, AJ 117, 707)
#
#JD-2400000     B     Berr      V     Verr      R     Rerr      I     Ierr
49672.97	15.00 0.02	14.89 0.03	14.60 0.02	14.67 0.04
49674.96	14.27 0.02	14.16 0.03	13.94 0.02	14.03 0.04
49676.96	13.79 0.02	13.72 0.03	13.52 0.02	13.68 0.03
49678.00	13.64 0.02	13.57 0.04	13.40 0.02	99.99 9.99
49685.02	99.99 9.99	99.99 9.99	13.00 0.03	13.40 0.04
49686.00	13.19 0.02	13.09 0.03	13.00 0.02	13.40 0.04
49686.99	13.22 0.02	13.11 0.03	13.01 0.02	13.44 0.04
49688.04	13.30 0.02	99.99 9.99	99.99 9.99	13.48 0.04
49689.06	13.34 0.02	99.99 9.99	99.99 9.99	99.99 9.99
49690.03	13.37 0.02	13.17 0.03	13.06 0.02	13.55 0.05
49694.03	13.61 0.02	13.35 0.04	13.26 0.02	13.79 0.03
49695.03	13.67 0.02	13.38 0.03	13.33 0.02	13.86 0.05
49695.98	13.76 0.02	13.43 0.03	13.42 0.02	13.92 0.04
49696.96	13.83 0.02	13.49 0.03	13.50 0.02	13.98 0.04
49699.98	14.12 0.02	13.70 0.04	13.70 0.04	14.09 0.06
49700.97	14.22 0.02	13.77 0.04	13.73 0.04	14.10 0.04
49702.96	14.44 0.02	13.84 0.03	13.78 0.03	14.07 0.04
49705.06	14.66 0.02	13.96 0.03	13.80 0.03	14.01 0.06
49707.06	14.82 0.04	14.04 0.06	13.84 0.03	13.99 0.06
49715.93	15.74 0.04	14.51 0.05	14.07 0.04	13.87 0.07
49721.02	16.07 0.04	14.80 0.05	14.35 0.05	14.08 0.07
49725.01	99.99 9.99	15.03 0.05	14.58 0.05	14.36 0.05
49726.98	16.28 0.04	15.08 0.05	99.99 9.99	14.52 0.07
49736.86	99.99 9.99	15.43 0.07	99.99 9.99	99.99 9.99
49740.85	16.54 0.04	15.55 0.05	15.20 0.05	15.16 0.07
49744.94	16.62 0.04	15.64 0.05	15.34 0.05	15.31 0.05
49745.91	16.63 0.04	15.67 0.05	15.37 0.06	15.36 0.05
49749.99	16.66 0.04	15.77 0.05	99.99 9.99	99.99 9.99
49769.74	16.93 0.05	16.27 0.06	16.09 0.06	16.31 0.07
49783.86	17.14 0.05	16.62 0.07	16.51 0.00	99.99 9.99
49805.88	17.51 0.08	17.06 0.08	17.14 0.08	17.46 0.08
49843.80	18.05 0.05	17.83 0.05	18.11 0.05	99.99 9.99
